respondent_id,persona,age_group,gender,city_tier,occupation,income_band,monthly_income_inr,purchase_frequency,preferred_categories,purchase_motivation,brand_affinity,brand_tier_score,resale_experience,preferred_channel,resale_pain_points,counterfeit_concern,auth_premium_willingness,escrow_preference,style_subcategories,watch_styles,color_material_pref,occasion_usage,avg_spend_band,avg_spend_inr,annual_budget_band,annual_budget_inr,resale_new_pref_score,desired_features,trust_drivers,adoption_likelihood,adoption_score,adoption_binary,discovery_channel,research_days,social_influence_source,peer_spend_band,price_switch_threshold_pct,incumbent_platform_trust,festive_purchase,trust_composite_score,spend_to_income_ratio,category_diversity_score,feature_demand_score,research_days_flagged,high_spend_ratio_flag
LL_1210,Gen Z / Hype Buyer,18–24,Prefer not to say,Tier 1 (Metro),Student,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear",Investment / asset appreciation,"Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,Vestiaire Collective / Tradesy (international),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,4,3,"Casual/tote bags (Neverfull, Speedy), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties)","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,5,Live auctions / social bidding,Verified seller ratings and reviews,Neutral,3,0,Instagram / Reels,5,Social media influencers,"₹1,00,001–₹2,50,000",18,2,Yes,3.33,0.17,6,1,0,0
LL_1211,Professional Reseller,18–24,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories",Sustainability (pre-owned is eco-friendly),"Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Difficulty verifying item condition, Lack of transparent pricing",4,3,2,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava)","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹3,00,001–₹10,00,000",650000,6,"AI-powered authentication certificate, Blockchain-backed ownership record",Transparent pricing benchmarks,Very Likely,5,1,Instagram / Reels,15,Family,"₹2,50,001–₹5,00,000",9,3,Yes,3.0,0.17,3,2,0,0
LL_1212,Cautious Explorer,55+,Female,Tier 1 (Metro),Freelancer/Consultant,"₹50,000–₹1,00,000",75000,Once every 2–3 months,"Watches & Timepieces, Apparel & Ready-to-Wear","Gifting to others, Sustainability (pre-owned is eco-friendly)","Entry-level luxury (Fossil, Michael Kors, Coach)",1,Yes – both bought and sold,Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,3,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Gold hardware preference","Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹25,000–₹1,00,000",62500,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands",Unlikely,2,0,Online article / blog,86,Peers / friends,"₹50,000–₹1,00,000",34,2,Yes,3.67,4.33,2,7,0,0
LL_1213,Gen Z / Hype Buyer,35–44,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,"Watches & Timepieces, Sneakers & Footwear, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Status and social signaling","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – sold only,OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition",5,5,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Dress watches (Cartier Tank, Patek Calatrava), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹25,000–₹1,00,000",62500,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Trade-in or buy-back guarantee","Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,Instagram / Reels,4,Social media influencers,"₹1,00,001–₹2,50,000",20,3,No,4.67,0.57,3,4,0,0
LL_1214,Aspirational Professional,18–24,Male,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,2–3 times a year,Apparel & Ready-to-Wear,"Personal reward / self-indulgence, Status and social signaling, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – bought only,OLX / Quikr (classifieds),"Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process",4,4,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava), Vintage / classic pieces (pre-2000)","Classic leather (smooth, grained)","Daily / everyday use, Professional / office settings","₹50,001–₹1,50,000",100000,"₹3,00,001–₹10,00,000",650000,6,"AI-powered authentication certificate, Escrow payment protection","Partnerships with luxury brands, Transparent pricing benchmarks",Likely,4,1,Instagram / Reels,44,Self-driven / independent,"₹2,50,001–₹5,00,000",31,2,Yes,4.0,0.57,1,2,0,0
LL_1215,Aspirational Professional,55+,Male,Tier 1 (Metro),Salaried – Private,"₹5,00,001–₹10,00,000",750000,Once a year or less,Small Leather Goods,Investment / asset appreciation,"Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,4,"Casual/tote bags (Neverfull, Speedy)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference","Special events (weddings, parties)","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,7,"Blockchain-backed ownership record, Escrow payment protection, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Very Likely,5,1,Instagram / Reels,21,Partner / spouse,"Above ₹10,00,000",19,3,Yes,4.0,0.43,1,5,0,0
LL_1216,Gen Z / Hype Buyer,25–34,Female,Tier 1 (Metro),Student,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Sneakers & Footwear, Small Leather Goods",Sustainability (pre-owned is eco-friendly),"Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – bought only,OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery",3,4,3,"Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Long-term investment / asset to hold","Below ₹10,000",7500,"Below ₹25,000",15000,4,"Live auctions / social bidding, Dedicated customer support SLA","Media coverage and social proof, Transparent pricing benchmarks",Unlikely,2,0,Instagram / Reels,8,Self-driven / independent,"₹1,00,001–₹2,50,000",26,3,No,3.33,0.04,2,2,0,0
LL_1217,Aspirational Professional,25–34,Male,Tier 2,Business Owner/Entrepreneur,"₹2,50,001–₹5,00,000",375000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Fine Jewelry & Accessories, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Gifting to others, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – sold only,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,5,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹5,00,001–₹15,00,000",1000000,"₹1,00,001–₹3,00,000",200000,4,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA",Physical authentication centers in India,Very Likely,5,1,Friends & Family,19,Self-driven / independent,"₹5,00,001–₹10,00,000",12,2,Yes,4.67,2.67,4,7,0,0
LL_1218,Gen Z / Hype Buyer,25–34,Male,Tier 1 (Metro),Student,"Below ₹50,000",35000,Once every 2–3 months,"Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear",Personal reward / self-indulgence,"Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – both bought and sold,OLX / Quikr (classifieds),"Unreliable logistics and delivery, No post-sale recourse or return policy",5,3,5,"Dress/sport watches (Submariner, Nautilus)",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹25,000–₹1,00,000",62500,5,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee","Partnerships with luxury brands, Media coverage and social proof",Neutral,3,0,Instagram / Reels,5,Social media influencers,"₹50,000–₹1,00,000",17,4,Yes,4.33,2.86,5,6,0,0
LL_1219,Professional Reseller,35–44,Female,Tier 2,Business Owner/Entrepreneur,"₹5,00,001–₹10,00,000",750000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,Darveys / Luxepolis / Confidential Couture (India),"Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery",4,3,3,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Silver hardware preference","Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,7,"Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding","Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Likely,4,1,Instagram / Reels,4,Self-driven / independent,"Above ₹10,00,000",34,5,No,3.33,0.04,5,3,0,0
LL_1220,HNW Collector,35–44,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear",Investment / asset appreciation,"True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Vestiaire Collective / Tradesy (international),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, No post-sale recourse or return policy",4,4,4,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference",Professional / office settings,"Above ₹15,00,000",2000000,"₹10,00,001–₹30,00,000",2000000,5,"AI-powered authentication certificate, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA",Transparent pricing benchmarks,Likely,4,1,Friends & Family,46,Self-driven / independent,"₹1,00,001–₹2,50,000",21,2,Yes,4.0,11.43,4,6,0,1
LL_1221,HNW Collector,45–54,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"Above ₹10,00,000",1500000,Once a year or less,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear","Status and social signaling, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,Have not used any platform,"Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",5,4,5,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)","Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Gold hardware preference, Silver hardware preference","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","Above ₹15,00,000",2000000,"₹3,00,001–₹10,00,000",650000,7,"Blockchain-backed ownership record, Portfolio / Vault tracker","Partnerships with luxury brands, Transparent pricing benchmarks",Neutral,3,0,Brand store / website,33,Family,"Above ₹10,00,000",27,3,No,4.67,1.33,3,2,0,0
LL_1222,Aspirational Professional,35–44,Male,Tier 2,Salaried – Private,"Above ₹10,00,000",1500000,2–3 times a year,"Fine Jewelry & Accessories, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation, Gifting to others","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Have not used any platform,"Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery",4,3,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak)","Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Silver hardware preference","Special events (weddings, parties)","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker","Verified seller ratings and reviews, Media coverage and social proof, Transparent pricing benchmarks",Likely,4,1,Instagram / Reels,12,Peers / friends,"Above ₹10,00,000",34,3,Yes,3.67,0.22,2,4,0,0
LL_1223,Cautious Explorer,25–34,Female,Tier 2,Student,"₹1,00,001–₹2,50,000",175000,Once a year or less,"Handbags & Purses, Sneakers & Footwear","Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process",4,2,2,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus)","Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan)","Daily / everyday use, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹25,000–₹1,00,000",62500,4,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection","Verified seller ratings and reviews, Media coverage and social proof, Physical authentication centers in India",Very Likely,5,1,YouTube,32,Self-driven / independent,"₹2,50,001–₹5,00,000",29,3,No,2.67,0.57,2,3,0,0
LL_1224,Professional Reseller,45–54,Female,Tier 2,Freelancer/Consultant,"₹1,00,001–₹2,50,000",175000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, No post-sale recourse or return policy",4,3,4,"Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹10,00,001–₹30,00,000",2000000,10,"Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Physical authentication centers in India",Very Likely,5,1,Instagram / Reels,9,Self-driven / independent,"₹2,50,001–₹5,00,000",6,3,No,3.67,0.57,6,5,0,0
LL_1225,Aspirational Professional,25–34,Female,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,Once a month,"Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery",2,4,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Vintage / classic pieces (pre-2000),"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands, Transparent pricing benchmarks",Neutral,3,0,Friends & Family,8,Peers / friends,"₹1,00,001–₹2,50,000",37,3,Yes,3.33,0.57,2,7,0,0
LL_1226,Cautious Explorer,35–44,Male,Tier 2,Salaried – Govt/PSU,"Below ₹50,000",35000,Once every 2–3 months,Handbags & Purses,"Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, not interested",Have not used any platform,Difficulty verifying item condition,3,3,2,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained)","Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹25,000–₹1,00,000",62500,4,"Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee","Verified seller ratings and reviews, Partnerships with luxury brands",Unlikely,2,0,Friends & Family,19,Partner / spouse,"Below ₹50,000",43,1,No,2.67,2.86,1,5,0,0
LL_1227,Gen Z / Hype Buyer,18–24,Female,Tier 2,Student,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,"Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear",Investment / asset appreciation,"Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",5,4,3,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Vintage / classic pieces (pre-2000)","Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic",Long-term investment / asset to hold,"₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,6,"Blockchain-backed ownership record, Dedicated customer support SLA","Transparent pricing benchmarks, Physical authentication centers in India",Unlikely,2,0,Instagram / Reels,9,Self-driven / independent,"₹1,00,001–₹2,50,000",19,3,No,4.0,0.17,3,2,0,0
LL_1228,Gen Z / Hype Buyer,18–24,Male,Tier 3 / Small Town,Salaried – Private,"₹50,000–₹1,00,000",75000,Once a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,3,"Sneakers – Classic (Air Jordan, Stan Smith)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Minimalist / logo-free aesthetic, Gold hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,6,Escrow payment protection,"Verified seller ratings and reviews, Transparent pricing benchmarks, Physical authentication centers in India",Unlikely,2,0,Instagram / Reels,3,Social media influencers,"₹1,00,001–₹2,50,000",13,4,Yes,3.67,0.4,6,1,0,0
LL_1229,Cautious Explorer,55+,Male,Tier 1 (Metro),Salaried – Private,"₹50,000–₹1,00,000",75000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear",Personal reward / self-indulgence,"Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",5,3,3,"Dress/sport watches (Submariner, Nautilus)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Bold / statement colors (red, cobalt), Monogram / logo-heavy designs, Gold hardware preference","Daily / everyday use, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"Below ₹25,000",15000,5,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA",Physical authentication centers in India,Very Unlikely,1,0,YouTube,7,Family,"₹1,00,001–₹2,50,000",34,1,Yes,3.67,0.4,5,7,0,0
LL_1230,HNW Collector,55+,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹5,00,001–₹10,00,000",750000,2–3 times a year,Fine Jewelry & Accessories,"Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, but open to it",OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery",5,4,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Special events (weddings, parties)","₹5,00,001–₹15,00,000",1000000,"Above ₹30,00,000",4000000,7,"Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Trade-in or buy-back guarantee","Verified seller ratings and reviews, Partnerships with luxury brands, Physical authentication centers in India",Likely,4,1,Friends & Family,79,Self-driven / independent,"Above ₹10,00,000",16,3,Yes,4.33,1.33,1,4,0,0
LL_1231,Aspirational Professional,18–24,Male,Tier 2,Freelancer/Consultant,"₹1,00,001–₹2,50,000",175000,Once a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Gifting to others, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery, No post-sale recourse or return policy",4,5,5,"Dress/sport watches (Submariner, Nautilus)","Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Silver hardware preference",Daily / everyday use,"₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,6,Trade-in or buy-back guarantee,"Verified seller ratings and reviews, Transparent pricing benchmarks, Physical authentication centers in India",Very Likely,5,1,Instagram / Reels,23,Self-driven / independent,"₹2,50,001–₹5,00,000",49,2,No,4.67,0.57,6,1,0,0
